,姓名,性别,民族,出生日期(YYYY-MM-DD),籍贯省,籍贯市,籍贯县/区,最高学历,党派信息,现状,军队,开除党籍,查处/罢黜原因,查处/罢黜原因备注,是否复出,查处/罢黜时间,最初查处单位,是否起诉,起诉罪名,涉案金额,一审时间,审理地点（一级地区关键词）,审理地点（二级地区关键词）,一审判决,是否上诉,二审时间,二审判决
3500,陈飞,男,汉族,01/01/1975,山东省,潍坊市,,博士,01/12/1996,在职,,,,,,,,,,,,,,,,,
3501,陈豪,男,汉族,01/02/1954,江苏省,南通市,海门市,硕士,01/06/1976,在职,,,,,,,,,,,,,,,,,
3502,陈吉明,男,汉族,01/05/1962,四川省,自贡市,富顺县,硕士,01/04/1984,在职,,,,,,,,,,,,,,,,,
3503,陈俊,女,汉族,01/10/1961,贵州省,遵义市,赤水市,博士,01/11/1983,在职,,,,,,,,,,,,,,,,,
3504,陈求发,男,苗族,01/12/1954,湖南省,邵阳市,城步苗族自治县,本科,01/09/1974,在职,,,,,,,,,,,,,,,,,
3505,陈伟俊,男,汉族,01/06/1966,浙江省,宁波市,宁海县,硕士,01/06/1985,在职,,,,,,,,,,,,,,,,,
3506,陈星,男,汉族,01/02/1965,河南省,商丘市,虞城县,硕士,,在职,,,,,,,,,,,,,,,,,
3507,陈学军,男,汉族,01/06/1959,江苏省,扬州市,宝应县,硕士,01/10/1987,立案查处,,是,贪污腐败,,否,01/06/2015,河北省纪委,是,受贿罪,,,,,,,,
3508,陈永奇,男,汉族,01/11/1967,山西省,朔州市,怀仁县,博士,01/12/1985,在职,,,,,,,,,,,,,,,,,
3509,陈志刚,男,汉族,01/09/1960,江西省,景德镇市,,本科,01/02/1984,在职,,,,,,,,,,,,,,,,,
3510,池秋娜,女,汉族,01/09/1961,福建省,三明市,大田县,本科,,在职,,,,,,,,,,,,,,,,,
3511,崔枫林,男,汉族,01/10/1960,,,,硕士,01/04/1981,在职,,,,,,,,,,,,,,,,,
3512,崔洪刚,男,汉族,01/05/1961,山东省,淄博市,,硕士,01/11/1982,在职,,,,,,,,,,,,,,,,,
3513,崔述强,男,汉族,01/05/1963,北京市,,,博士,01/09/1988,在职,,,,,,,,,,,,,,,,,
3514,戴炜,男,汉族,01/12/1960,辽宁省,铁岭市,,硕士,01/12/1984,立案查处,,是,贪污腐败,,否,14/10/2016,辽宁省纪委,,,,,,,,,,
3515,邓伟根,男,汉族,01/06/1962,广东省,佛山市,,博士,01/06/1985,在职,,,,,,,,,,,,,,,,,
3516,丁绣峰,男,汉族,01/04/1965,河北省,邢台市,平乡县,硕士,01/08/1984,在职,,,,,,,,,,,,,,,,,
3517,董保同,男,汉族,01/01/1967,河北省,衡水市,深州市,硕士,01/06/1994,在职,,,,,,,,,,,,,,,,,
3518,董卫民,男,汉族,01/09/1968,湖北省,黄冈市,武穴市,硕士,01/03/1990,在职,,,,,,,,,,,,,,,,,
3519,董晓健,男,汉族,01/09/1962,,,,博士,01/07/1984,在职,,,,,,,,,,,,,,,,,
3520,董岩,男,汉族,01/03/1958,黑龙江省,哈尔滨市,宾县,硕士,01/12/1976,在职,,,,,,,,,,,,,,,,,
3521,杜世源,男,汉族,01/10/1963,浙江省,金华市,东阳市,本科,01/05/1985,在职,,,,,,,,,,,,,,,,,
3522,尔肯江·吐拉洪,男,维吾尔族,01/06/1964,新疆维吾尔自治区,喀什地区,,硕士,01/01/1985,在职,,,,,,,,,,,,,,,,,
3523,费高云,男,汉族,01/08/1971,江苏省,淮安市,,硕士,01/12/1992,在职,,,,,,,,,,,,,,,,,
3524,冯键,男,汉族,01/05/1964,安徽省,滁州市,来安县,博士,01/11/1986,在职,,,,,,,,,,,,,,,,,
3525,冯韶慧,男,汉族,01/09/1965,河北省,保定市,曲阳县,硕士,01/11/1984,在职,,,,,,,,,,,,,,,,,
3526,付万惠,男,蒙古族,01/02/1960,内蒙古自治区,兴安盟,科右前旗,本科,01/06/1986,在职,,,,,,,,,,,,,,,,,
3527,高福平,男,汉族,01/05/1964,,,,,,在职,,,,,,,,,,,,,,,,,
3528,高科,男,汉族,01/06/1960,,,,硕士,01/06/1986,在职,,,,,,,,,,,,,,,,,
3529,郭大为,男,汉族,01/06/1960,陕西省,西安市,,硕士,01/07/1987,在职,,,,,,,,,,,,,,,,,
3530,韩立华,男,汉族,01/11/1963,黑龙江省,绥化市,兰西县,博士,01/06/1986,在职,,,,,,,,,,,,,,,,,
3531,侯红,女,汉族,01/01/1967,河南省,南阳市,社旗县,硕士,01/08/1987,在职,,,,,,,,,,,,,,,,,
3532,胡启生,男,汉族,01/05/1971,安徽省,安庆市,桐城市,硕士,01/06/1992,在职,,,,,,,,,,,,,,,,,
3533,胡卫国,男,汉族,01/09/1963,上海市,,,硕士,01/06/1988,在职,,,,,,,,,,,,,,,,,
3534,胡玉亭,男,汉族,01/07/1964,山西省,忻州市,五台县,硕士,,在职,,,,,,,,,,,,,,,,,
3535,黄宗林,男,汉族,01/12/1964,重庆市,巫山县,,本科,01/12/1995,在职,,,,,,,,,,,,,,,,,
3536,回建,男,回族,01/07/1961,河北省,沧州市,沧县,硕士,01/12/1982,在职,,,,,,,,,,,,,,,,,
3537,贾玉梅,女,汉族,01/07/1963,,,,硕士,01/11/1983,在职,,,,,,,,,,,,,,,,,
3538,蒋超良,男,汉族,01/08/1957,湖南省,岳阳市,汨罗市,硕士,01/05/1981,在职,,,,,,,,,,,,,,,,,
3539,解维俊,男,汉族,01/01/1962,山东省,淄博市,,硕士,01/09/1984,在职,,,,,,,,,,,,,,,,,
3540,金长征,女,回族,01/10/1962,上海市,,,硕士,01/03/1985,在职,,,,,,,,,,,,,,,,,
3541,康涛,男,汉族,01/04/1963,江苏省,镇江市,,硕士,01/03/1984,在职,,,,,,,,,,,,,,,,,
3542,康志文,男,汉族,01/08/1958,辽宁省,丹东市,凤城市,硕士,01/08/1976,在职,,,,,,,,,,,,,,,,,
3543,孔晓宏,男,汉族,01/07/1966,安徽省,合肥市,庐江县,硕士,01/07/1989,在职,,,,,,,,,,,,,,,,,
3544,赖泽华,男,汉族,01/09/1965,广东省,河源市,紫金县,硕士,01/09/1990,在职,,,,,,,,,,,,,,,,,
3545,兰开驰,男,汉族,01/04/1961,四川省,绵阳市,三台县,硕士,01/08/1984,在职,,,,,,,,,,,,,,,,,
3546,蓝佛安,男,汉族,01/07/1963,广东省,惠州市,惠东县,本科,01/04/1985,在职,,,,,,,,,,,,,,,,,
3547,李炳军,男,汉族,01/02/1963,山东省,潍坊市,临朐县,本科,01/03/1984,在职,,,,,,,,,,,,,,,,,
3548,李发平,男,汉族,01/01/1963,湖北省,十堰市,,硕士,01/06/1985,在职,,,,,,,,,,,,,,,,,
3549,李峰(山东),男,汉族,01/01/1961,山东省,淄博市,,硕士,01/11/1985,在职,,,,,,,,,,,,,,,,,
3550,李公乐,男,汉族,01/02/1962,河南省,濮阳市,,本科,01/12/1983,在职,,,,,,,,,,,,,,,,,
3551,李海渊,男,汉族,01/10/1964,山西省,吕梁市,孝义市,本科,01/04/1987,在职,,,,,,,,,,,,,,,,,
3552,李红军,男,汉族,01/09/1965,湖北省,宜昌市,当阳市,博士,01/10/1986,在职,,,,,,,,,,,,,,,,,
3553,李宏庆,男,汉族,01/10/1963,广西壮族自治区,玉林市,博白县,硕士,01/07/1985,在职,,,,,,,,,,,,,,,,,
3554,李荐国,男,汉族,01/03/1963,湖南省,衡阳市,衡东县,博士,01/01/1983,在职,,,,,,,,,,,,,,,,,
3555,李杰翔,男,汉族,01/03/1964,内蒙古自治区,鄂尔多斯市,准格尔旗,硕士,01/01/1985,在职,,,,,,,,,,,,,,,,,
3556,李景浩,男,朝鲜族,01/07/1961,吉林省,延边朝鲜族自治州,,硕士,,在职,,,,,,,,,,,,,,,,,
3557,李坤,男,汉族,01/04/1963,黑龙江省,绥化市,兰西县,硕士,01/12/1990,在职,,,,,,,,,,,,,,,,,
3558,李明远,男,汉族,01/08/1965,陕西省,延安市,吴起县,博士,01/05/1999,在职,,,,,,,,,,,,,,,,,
3559,李水华,男,汉族,01/06/1963,广东省,梅州市,,本科,01/05/1986,在职,,,,,,,,,,,,,,,,,
3560,李玉刚,男,汉族,01/08/1965,江苏省,徐州市,邳州市,硕士,01/04/1989,在职,,,,,,,,,,,,,,,,,
3561,林健东,男,汉族,01/02/1960,浙江省,丽水市,云和县,本科,01/12/1983,在职,,,,,,,,,,,,,,,,,
3562,林山青,男,汉族,01/05/1963,山东省,威海市,文登市,本科,01/03/1988,在职,,,,,,,,,,,,,,,,,
3563,刘超,男,汉族,01/11/1971,辽宁省,阜新市,,博士,01/12/1990,在职,,,,,,,,,,,,,,,,,
3564,刘润民,男,汉族,01/11/1968,山西省,吕梁市,临县,博士,01/08/1987,在职,,,,,,,,,,,,,,,,,
3565,刘卫平,男,汉族,01/05/1959,江西省,吉安市,万安县,本科,01/06/1983,在职,,,,,,,,,,,,,,,,,
3566,刘忻,男,汉族,01/01/1965,陕西省,西安市,,博士,01/04/1991,在职,,,,,,,,,,,,,,,,,
3567,刘星泰,男,汉族,01/01/1963,山东省,东营市,利津县,硕士,01/09/1986,在职,,,,,,,,,,,,,,,,,
3568,刘兴伟,男,汉族,01/02/1963,,,,硕士,01/05/1987,在职,,,,,,,,,,,,,,,,,
3569,卢淳杰,男,汉族,01/02/1968,广东省,揭阳市,普宁市,硕士,01/06/1987,立案查处,,是,贪污腐败,,否,17/06/2016,广东省纪委,,,,,,,,,,
3570,鲁毅,男,汉族,01/10/1964,湖北省,武汉市,,博士,01/08/1986,在职,,,,,,,,,,,,,,,,,
3571,陆晓栋,男,汉族,01/04/1960,上海市,,,硕士,01/06/1986,在职,,,,,,,,,,,,,,,,,
3572,陆志鹏,男,汉族,01/10/1964,河南省,洛阳市,孟津县,博士,01/12/1984,在职,,,,,,,,,,,,,,,,,
3573,骆蔚峰,男,汉族,01/09/1964,广东省,河源市,龙川县,硕士,01/04/1987,在职,,,,,,,,,,,,,,,,,
3574,马承祖,男,汉族,01/11/1962,江西省,景德镇市,浮梁县,本科,01/11/1983,在职,,,,,,,,,,,,,,,,,
3575,马天荣,男,汉族,01/05/1957,山西省,运城市,夏县,本科,01/01/1978,在职,,,,,,,,,,,,,,,,,
3576,马誉峰,男,汉族,01/04/1959,河北省,衡水市,景县,硕士,01/05/1985,在职,,,,,,,,,,,,,,,,,
3577,马志勇,男,汉族,01/09/1966,吉林省,辽源市,东丰县,硕士,01/06/1988,在职,,,,,,,,,,,,,,,,,
3578,毛荣楷,男,汉族,01/09/1961,广东省,云浮市,,硕士,01/05/1984,在职,,,,,,,,,,,,,,,,,
3579,孟祥伟,男,汉族,01/06/1966,河北省,石家庄市,赵县,博士,01/12/1990,在职,,,,,,,,,,,,,,,,,
3580,倪玉平,男,汉族,01/01/1961,安徽省,合肥市,庐江县,硕士,01/06/1987,在职,,,,,,,,,,,,,,,,,
3581,鸟成云,男,回族,01/11/1962,青海省,西宁市,湟中县,本科,01/03/1985,在职,,,,,,,,,,,,,,,,,
3582,帕尔哈提·肉孜,男,维吾尔族,01/04/1960,新疆维吾尔自治区,和田地区,民丰县,硕士,01/01/1986,在职,,,,,,,,,,,,,,,,,
3583,裴伟东,男,汉族,01/10/1964,内蒙古自治区,赤峰市,宁城县,硕士,01/01/1989,在职,,,,,,,,,,,,,,,,,
3584,彭国甫,男,汉族,01/01/1963,湖南省,湘潭市,湘乡市,博士,01/07/1984,在职,,,,,,,,,,,,,,,,,
3585,彭宇行,男,汉族,01/11/1962,四川省,乐山市,,博士,01/06/1995,在职,,,,,,,,,,,,,,,,,
3586,普布顿珠,男,藏族,01/05/1972,西藏自治区,日喀则地区,江孜县,本科,,在职,,,,,,,,,,,,,,,,,
3587,钱引安,男,汉族,01/11/1964,陕西省,西安市,,硕士,01/03/1987,在职,,,,,,,,,,,,,,,,,
3588,乔恒,男,汉族,01/10/1960,吉林省,松原市,乾安县,博士,,在职,,,,,,,,,,,,,,,,,
3589,秦军,男,汉族,01/07/1965,湖北省,黄冈市,红安县,硕士,01/08/1993,在职,,,,,,,,,,,,,,,,,
3590,裘东耀,男,汉族,01/08/1961,浙江省,绍兴市,嵊州市,本科,01/07/1986,在职,,,,,,,,,,,,,,,,,
3591,任学锋,男,汉族,01/10/1965,河北省,邢台市,,博士,01/07/1985,在职,,,,,,,,,,,,,,,,,
3592,商黎光,男,汉族,01/11/1963,河北省,邢台市,巨鹿县,硕士,01/11/1963,在职,,,,,,,,,,,,,,,,,
3593,施小琳,女,汉族,01/05/1969,浙江省,宁波市,余姚市,硕士,01/06/1993,在职,,,,,,,,,,,,,,,,,
3594,石坚,男,汉族,01/02/1965,,,,本科,01/03/1988,在职,,,,,,,,,,,,,,,,,
3595,石奇珠,男,汉族,01/08/1960,广东省,广州市,增城区,专科,01/12/1986,在职,,,,,,,,,,,,,,,,,
3596,舒庆,男,满族,01/10/1964,山东省,潍坊市,青州市,博士,01/11/1984,在职,,,,,,,,,,,,,,,,,
3597,松吉扎西,男,藏族,,,,,不详,,在职,,,,,,,,,,,,,,,,,
3598,苏海棠,男,汉族,01/10/1963,广东省,肇庆市,高要区,硕士,01/03/1985,在职,,,,,,,,,,,,,,,,,
3599,孙青友,男,蒙古族,01/03/1965,,,,硕士,,在职,,,,,,,,,,,,,,,,,
3600,孙珅,男,汉族,01/04/1963,黑龙江省,绥化市,肇东市,博士,01/11/1993,在职,,,,,,,,,,,,,,,,,
3601,孙轶,男,汉族,01/12/1958,,,,硕士,01/01/1981,在职,,,,,,,,,,,,,,,,,
3602,檀云坤,男,汉族,01/01/1963,福建省,福州市,永泰县,硕士,,在职,,,,,,,,,,,,,,,,,
3603,汤志平,男,汉族,01/11/1965,上海市,,,硕士,01/12/2003,在职,,,,,,,,,,,,,,,,,
3604,唐琮沅,男,汉族,01/10/1969,广西壮族自治区,桂林市,全州县,博士,01/04/1995,在职,,,,,,,,,,,,,,,,,
3605,唐远游,男,汉族,01/03/1969,重庆市,永川区,,硕士,01/06/1998,在职,,,,,,,,,,,,,,,,,
3606,万新恒,男,汉族,01/12/1972,湖北省,黄冈市,,博士,01/10/1996,在职,,,,,,,,,,,,,,,,,
3607,汪一光,男,汉族,01/03/1965,安徽省,安庆市,桐城县,硕士,01/04/1988,在职,,,,,,,,,,,,,,,,,
3608,王大虎,男,汉族,01/02/1962,河北省,衡水市,武邑县,博士,01/01/1985,在职,,,,,,,,,,,,,,,,,
3609,王浩,男,汉族,01/10/1963,山东省,菏泽市,单县,本科,01/01/1984,在职,,,,,,,,,,,,,,,,,
3610,王会勇,男,汉族,01/03/1960,河北省,邢台市,巨鹿县,硕士,01/12/1983,在职,,,,,,,,,,,,,,,,,
3611,王建军(陕西),男,汉族,01/07/1963,陕西省,商洛市,丹凤县,硕士,01/11/1984,在职,,,,,,,,,,,,,,,,,
3612,王俊强,男,拉祜族,01/04/1965,云南省,普洱市,澜沧拉祜族自治县,硕士,01/06/1984,在职,,,,,,,,,,,,,,,,,
3613,王磊,女,汉族,01/05/1972,山东省,临沂市,河东区,本科,01/07/1993,在职,,,,,,,,,,,,,,,,,
3614,王立平,男,汉族,01/07/1967,,,,硕士,,在职,,,,,,,,,,,,,,,,,
3615,王亮,男,汉族,01/10/1958,,,,硕士,01/03/1985,在职,,,,,,,,,,,,,,,,,
3616,王荣平,男,汉族,01/05/1961,江苏省,扬州市,高邮市,硕士,01/03/1984,在职,,,,,,,,,,,,,,,,,
3617,王少玄,男,汉族,01/01/1968,江西省,抚州市,临川区,硕士,01/12/1991,在职,,,,,,,,,,,,,,,,,
3618,王天琦,男,汉族,01/05/1968,安徽省,宿州市,萧县,硕士,01/12/1990,在职,,,,,,,,,,,,,,,,,
3619,王小平,男,汉族,01/11/1962,河北省,石家庄市,正定县,硕士,01/07/1984,在职,,,,,,,,,,,,,,,,,
3620,王禹,男,汉族,01/08/1963,河北省,衡水市,,,01/06/1994,在职,,,,,,,,,,,,,,,,,
3621,王振才,男,汉族,01/09/1963,吉林省,通化市,集安市,硕士,,在职,,,,,,,,,,,,,,,,,
3622,王志刚,男,汉族,01/06/1963,湖南省,株洲市,攸县,本科,01/05/1983,在职,,,,,,,,,,,,,,,,,
3623,卫华,女,汉族,01/11/1968,河南省,许昌市,,本科,01/12/1988,在职,,,,,,,,,,,,,,,,,
3624,尉俊东,男,汉族,01/07/1968,山西省,大同市,阳高县,博士,01/06/1986,在职,,,,,,,,,,,,,,,,,
3625,魏树旺,男,汉族,01/12/1967,河北省,保定市,清苑县,博士,01/12/1990,在职,,,,,,,,,,,,,,,,,
3626,吴德金,男,满族,01/10/1967,黑龙江省,哈尔滨市,双城区,硕士,01/07/1996,在职,,,,,,,,,,,,,,,,,
3627,吴汉圣,男,汉族,01/04/1963,山东省,潍坊市,临朐,本科,01/06/1984,在职,,,,,,,,,,,,,,,,,
3628,吴兰,女,汉族,01/09/1967,,,,博士,01/01/1986,在职,,,,,,,,,,,,,,,,,
3629,吴明明,女,汉族,01/12/1960,陕西省,渭南市,富平县,硕士,01/12/1992,在职,,,,,,,,,,,,,,,,,
3630,吴岩峻,男,汉族,01/12/1961,宁夏回族自治区,吴忠市,盐池县,博士,01/08/1987,在职,,,,,,,,,,,,,,,,,
3631,武玉嶂,男,汉族,01/07/1963,山东省,潍坊市,,本科,01/03/1985,在职,,,,,,,,,,,,,,,,,
3632,奚正平,男,汉族,01/01/1966,安徽省,芜湖市,,博士,01/05/1992,在职,,,,,,,,,,,,,,,,,
3633,席小军,男,汉族,01/03/1962,山西省,临汾市,蒲县,硕士,01/07/1985,在职,,,,,,,,,,,,,,,,,
3634,喜清江,男,回族,01/08/1965,,,,硕士,,在职,,,,,,,,,,,,,,,,,
3635,夏锦文,男,汉族,01/04/1964,江苏省,无锡市,宜兴市,博士,01/12/1984,在职,,,,,,,,,,,,,,,,,
3636,向曙光,男,汉族,01/02/1964,湖南省,岳阳市,汨罗市,硕士,01/04/1984,降/辞/撤职,,否,违纪,党内严重警告，免去党内、行政职务。2017年1月20日复出，担任省湖南省政府副秘书长。,是,26/06/2015,湖南省纪委,否,,,,,,,,,
3637,肖盛峰,男,汉族,01/07/1959,辽宁省,大连市,,博士,01/06/1983,在职,,,,,,,,,,,,,,,,,
3638,肖毅,男,汉族,01/05/1962,江西省,赣州市,,不详,01/08/1984,在职,,,,,,,,,,,,,,,,,
3639,谢玉安,男,汉族,01/09/1963,河南省,信阳市,罗山县,本科,01/07/1985,在职,,,,,,,,,,,,,,,,,
3640,邢国辉,男,汉族,01/03/1961,河北省,石家庄市,正定县,硕士,01/08/1984,在职,,,,,,,,,,,,,,,,,
3641,徐江,男,汉族,01/01/1965,重庆市,合川区,,博士,01/04/1993,在职,,,,,,,,,,,,,,,,,
3642,徐景颜,男,汉族,01/01/1963,山东省,潍坊市,潍坊市,硕士,01/12/1986,在职,,,,,,,,,,,,,,,,,
3643,徐立毅,男,汉族,01/08/1964,浙江省,绍兴市,,本科,01/05/1986,在职,,,,,,,,,,,,,,,,,
3644,徐启方,男,汉族,01/08/1965,陕西省,安康市,汉滨区,硕士,01/07/1986,在职,,,,,,,,,,,,,,,,,
3645,雪克来提·扎克尔,男,维吾尔族,01/08/1953,新疆维吾尔自治区,伊犁哈萨克自治州,伊宁市,硕士,01/06/1985,在职,,,,,,,,,,,,,,,,,
3646,严植婵,女,汉族,01/05/1964,广东省,阳江市,阳春市,硕士,01/06/1985,在职,,,,,,,,,,,,,,,,,
3647,杨浩东,男,汉族,01/01/1965,云南省,大理白族自治州,大理市,硕士,01/05/1985,在职,,,,,,,,,,,,,,,,,
3648,杨克宁,男,藏族,01/01/1962,四川省,阿坝藏族羌族自治州,小金县,硕士,01/05/1987,在职,,,,,,,,,,,,,,,,,
3649,杨宁,女,白族,01/12/1963,云南省,大理白族自治州,大理市,硕士,01/07/1985,在职,,,,,,,,,,,,,,,,,
3650,杨元忠,男,汉族,01/06/1960,陕西省,渭南市,澄城县,本科,01/04/1979,在职,,,,,,,,,,,,,,,,,
3651,杨长亚,男,汉族,01/07/1962,陕西省,商洛市,,本科,01/08/1986,在职,,,,,,,,,,,,,,,,,
3652,杨照辉,男,汉族,01/04/1963,,,,硕士,,在职,,,,,,,,,,,,,,,,,
3653,訚柏,男,纳西族,01/04/1969,,,,博士,,在职,,,,,,,,,,,,,,,,,
3654,于军,男,汉族,01/04/1964,山东省,青岛市,平度市,博士,01/01/1985,在职,,,,,,,,,,,,,,,,,
3655,于晓明,男,汉族,01/07/1957,山东省,烟台市,海阳市,本科,01/07/1983,在职,,,,,,,,,,,,,,,,,
3656,俞成辉,男,汉族,01/10/1962,甘肃省,兰州市,永登县,,01/08/1994,在职,,,,,,,,,,,,,,,,,
3657,俞志宏,男,汉族,01/04/1964,浙江省,金华市,,硕士,01/11/1984,在职,,,,,,,,,,,,,,,,,
3658,贠建民,男,汉族,01/04/1963,甘肃省,天水市,秦安县,硕士,01/12/1988,在职,,,,,,,,,,,,,,,,,
3659,岳亮,男,汉族,01/11/1961,河北省,邯郸市,,博士,01/04/1985,在职,,,,,,,,,,,,,,,,,
3660,张常荣,男,汉族,01/08/1963,黑龙江省,哈尔滨市,宾县,硕士,01/07/1985,在职,,,,,,,,,,,,,,,,,
3661,张红彦,女,汉族,01/01/1962,湖南省,邵阳市,,硕士,01/08/1983,在职,,,,,,,,,,,,,,,,,
3662,张鸿星,男,汉族,01/08/1967,江西省,上饶市,婺源县,硕士,01/07/1992,在职,,,,,,,,,,,,,,,,,
3663,张焕秋,男,汉族,01/12/1962,,,,本科,,在职,,,,,,,,,,,,,,,,,
3664,张琦,男,汉族,01/03/1961,安徽省,六安市,寿县,硕士,01/06/1983,在职,,,,,,,,,,,,,,,,,
3665,张瑞书,男,汉族,01/08/1963,河北省,沧州市,献县,本科,01/01/1987,在职,,,,,,,,,,,,,,,,,
3666,张秀兰,女,苗族,01/10/1966,云南省,文山壮族苗族自治州,麻栗坡县,硕士,01/04/1992,在职,,,,,,,,,,,,,,,,,
3667,张旭晨,男,汉族,01/01/1969,甘肃省,定西市,通渭县,博士,,在职,,,,,,,,,,,,,,,,,
3668,张永霞,女,汉族,01/01/1968,山东省,日照市,,硕士,01/11/1992,在职,,,,,,,,,,,,,,,,,
3669,张泽军,男,纳西族,01/03/1963,云南省,丽江市,玉龙纳西族自治县,硕士,02/11/1992,在职,,,,,,,,,,,,,,,,,
3670,张柱,男,汉族,01/02/1968,宁夏回族自治区,吴忠市,同心县,硕士,01/10/1988,在职,,,,,,,,,,,,,,,,,
3671,赵豪志,男,汉族,01/05/1965,山东省,菏泽市,东明县,硕士,01/01/1993,在职,,,,,,,,,,,,,,,,,
3672,赵辉,男,汉族,01/07/1965,四川省,巴中市,通江县,硕士,01/06/1985,在职,,,,,,,,,,,,,,,,,
3673,赵凌云,男,藏族,01/10/1966,甘肃省,甘南藏族自治州,临潭县,硕士,01/07/1988,在职,,,,,,,,,,,,,,,,,
3674,赵铭,男,满族,01/04/1960,辽宁省,鞍山市,岫岩满族自治县,本科,01/12/1984,在职,,,,,,,,,,,,,,,,,
3675,赵世勇,男,汉族,01/05/1967,四川省,南充市,营山县,博士,01/10/1988,在职,,,,,,,,,,,,,,,,,
3676,赵应云,男,汉族,01/07/1963,湖南省,邵阳市,邵东县,博士,01/03/1994,在职,,,,,,,,,,,,,,,,,
3677,周连华,男,汉族,01/10/1961,山东省,东营市,,硕士,01/10/1985,在职,,,,,,,,,,,,,,,,,
3678,周联清,男,汉族,,福建省,三明市,大田市,本科,,在职,,,,,,,,,,,,,,,,,
3679,周仲明,男,汉族,01/11/1963,河北省,衡水市,冀州市,硕士,01/06/1984,在职,,,,,,,,,,,,,,,,,
3680,庄稼汉,男,汉族,01/10/1963,福建省,泉州市,惠安县,硕士,01/05/1987,在职,,,,,,,,,,,,,,,,,
3681,宗长青,男,汉族,01/07/1965,河南省,安阳市,内黄县,硕士,01/03/1986,在职,,,,,,,,,,,,,,,,,
3682,王忠林（山东省）,男,汉族,01/08/1962,山东省,临沂市,费县,博士,01/06/1984,在职,,,,,,,,,,,,,,,,,
3683,孟凡利（山东省）,男,汉族,01/09/1965,山东省,临沂市,,博士,01/03/1986,在职,,,,,,,,,,,,,,,,,
3684,陈勇（山东省）,男,汉族,01/01/1960,山东省,淄博市,,硕士,01/04/1986,在职,,,,,,,,,,,,,,,,,
3685,袁伟民,男,汉族,01/07/1939,江苏省,苏州市,,本科,01/06/1962,退休,,,,,,,,,,,,,,,,,
3686,岳海岩,男,汉族,01/12/1937,辽宁省,锦州市,凌海市,专科,01/12/1956,退休,1,,,,,,,,,,,,,,,,
3687,岳喜翠,女,汉族,01/12/1948,山东省,泰安市,,本科,01/11/1966,退休,1,,,,,,,,,,,,,,,,
3688,翟虎渠,男,汉族,01/08/1950,江苏省,淮安市,涟水县,博士,01/04/1971,退休,,,,,,,,,,,,,,,,,
3689,张宝明,男,汉族,01/11/1940,黑龙江省,齐齐哈尔市,,本科,01/03/1974,退休,,,,,,,,,,,,,,,,,
3690,张丁华,男,汉族,01/06/1933,河南省,三门峡市,陕州区,本科,01/03/1956,退休,,,,,,,,,,,,,,,,,
3691,张定发,男,汉族,01/12/1943,上海市,,,本科,01/03/1964,退休,1,,,,,,,,,,,,,,,,
3692,张福森,男,汉族,01/03/1940,北京市,,,硕士,01/10/1958,退休,,,,,,,,,,,,,,,,,
3693,张工,男,汉族,01/07/1935,山西省,忻州市,原平市,高中,01/12/1961,退休,1,,,,,,,,,,,,,,,,
3694,张华祝,男,汉族,01/03/1945,江苏省,盐城市,滨海县,本科,01/05/1965,退休,,,,,,,,,,,,,,,,,
3695,张俊九,男,汉族,01/08/1940,安徽省,阜阳市,阜南县,本科,01/11/1964,退休,,,,,,,,,,,,,,,,,
3696,张黎,男,汉族,01/11/1943,山东省,潍坊市,青州市,本科,01/04/1966,退休,1,,,,,,,,,,,,,,,,
3697,张瑞敏,男,汉族,01/01/1949,山东省,烟台市,莱州市,硕士,01/09/1976,在职,,,,,,,,,,,,,,,,,
3698,张思卿,男,汉族,01/08/1932,河南省,洛阳市,,高中,01/10/1952,退休,,,,,,,,,,,,,,,,,
3699,张万年,男,汉族,01/08/1928,山东省,烟台市,龙口市,专科,01/08/1945,退休,1,,,,,,,,,,,,,,,,
3700,张维庆,男,汉族,01/03/1944,陕西省,西安市,临潼区,本科,01/06/1972,在职,,,,,,,,,,,,,,,,,
3701,张文康,男,汉族,01/02/1940,上海市,,,本科,01/04/1966,退休,,,,,,,,,,,,,,,,,
3702,张文台,男,汉族,01/04/1940,山东省,青岛市,胶州市,硕士,01/09/1960,在职,1,,,,,,,,,,,,,,,,
3703,张祥林,男,汉族,01/12/1940,山东省,临沂市,高密区,专科,01/12/1960,退休,1,,,,,,,,,,,,,,,,
3704,张孝忠,男,汉族,01/04/1946,湖北省,孝感市,应城市,专科,01/11/1965,退休,1,,,,,,,,,,,,,,,,
3705,张玉台,男,汉族,01/09/1945,山东省,临沂市,郯城县,本科,01/11/1964,在职,,,,,,,,,,,,,,,,,
3706,张志坚,男,汉族,01/05/1934,山西省,运城市,闻喜县,专科,01/02/1956,退休,1,,,,,,,,,,,,,,,,
3707,张左己,男,汉族,01/01/1945,黑龙江省,哈尔滨市,巴彦县,本科,01/06/1972,退休,,,,,,,,,,,,,,,,,
3708,赵可铭,男,汉族,01/10/1942,湖北省,武汉市,,专科,01/05/1964,退休,1,,,,,,,,,,,,,,,,
3709,赵启正,男,汉族,01/01/1940,河北省,唐山市,遵化市,本科,01/05/1979,退休,,,,,,,,,,,,,,,,,
3710,赵忠贤,男,汉族,01/01/1941,辽宁省,沈阳市,新民市,本科,01/12/1973,退休,,,,,,,,,,,,,,,,,
