编码,名称,归属大类,别名,名称,别名归属大类
5732,甘肃省煤炭工业总公司,地方企业,5732,甘肃省煤炭工业总公司,地方企业
5733,甘肃省煤田地质公司,地方企业,5733,甘肃省煤田地质公司,地方企业
5734,邯郸钢铁总厂,地方企业,5734,邯郸钢铁总厂,地方企业
5735,汉中变压器厂,地方企业,5735,汉中变压器厂,地方企业
5736,汉中地区电机厂,地方企业,5736,汉中地区电机厂,地方企业
5737,河北省进出口贸易公司,地方企业,5737,河北省进出口贸易公司,地方企业
5738,河北省土产进出口公司,地方企业,5738,河北省土产进出口公司,地方企业
6609,建筑材料工业协会  ,行业协会_人民团体,6609,建筑材料工业协会  ,行业协会_人民团体
6610,有色金属工业协会                      ,行业协会_人民团体,6610,有色金属工业协会                      ,行业协会_人民团体
6611,妇女联合会,行业协会_人民团体,6611,妇女联合会,行业协会_人民团体
6612,工商业联合会,行业协会_人民团体,6612,工商业联合会,行业协会_人民团体
6613,职业教育社,行业协会_人民团体,6613,职业教育社,行业协会_人民团体
6614,职工思想政治工作研究会,行业协会_人民团体,6614,职工思想政治工作研究会,行业协会_人民团体
6615,关心下一代工作委员会,行业协会_人民团体,6615,关心下一代工作委员会,行业协会_人民团体
6616,文学艺术界联合会,行业协会_人民团体,6616,文学艺术界联合会,行业协会_人民团体
6617,新闻工作者协会,行业协会_人民团体,6617,新闻工作者协会,行业协会_人民团体
6618,作家协会,行业协会_人民团体,6618,作家协会,行业协会_人民团体
6619,法学会,行业协会_人民团体,6619,法学会,行业协会_人民团体
6620,科学技术协会,行业协会_人民团体,6620,科学技术协会,行业协会_人民团体
6621,国际贸易促进委员会,行业协会_人民团体,6621,国际贸易促进委员会,行业协会_人民团体
6622,对外友好协会,行业协会_人民团体,6622,对外友好协会,行业协会_人民团体
6623,人民外交学会,行业协会_人民团体,6623,人民外交学会,行业协会_人民团体
6624,红十字会会,行业协会_人民团体,6624,红十字会会,行业协会_人民团体
6625,残疾人联合会,行业协会_人民团体,6625,残疾人联合会,行业协会_人民团体
6626,归国华侨联合会,行业协会_人民团体,6626,归国华侨联合会,行业协会_人民团体
6627,全国台湾同胞联谊会,行业协会_人民团体,6627,全国台湾同胞联谊会,行业协会_人民团体
6628,欧美同学会,行业协会_人民团体,6628,欧美同学会,行业协会_人民团体
6629,黄埔军校同学会,行业协会_人民团体,6629,黄埔军校同学会,行业协会_人民团体
6630,宋庆龄基金会,行业协会_人民团体,6630,宋庆龄基金会,行业协会_人民团体
6631,工会（地方）,行业协会_人民团体,6600,总工会,行业协会_人民团体
6800,民主同盟委员会,民主党派,6800,民主同盟委员会,民主党派
6801,国民党革命委员会委员会,民主党派,6801,国民党革命委员会委员会,民主党派
6802,民主建国会委员会,民主党派,6802,民主建国会委员会,民主党派
6803,民主促进会委员会,民主党派,6803,民主促进会委员会,民主党派
6804,农工民主党委员会,民主党派,6804,农工民主党委员会,民主党派
6805,致工党委员会,民主党派,6805,致工党委员会,民主党派
6806,九三学社委员会,民主党派,6806,九三学社委员会,民主党派
6807,台湾民主自治同盟委员会,民主党派,6807,台湾民主自治同盟委员会,民主党派
7000,中央军委,军队,7000,中央军委,军队
7001,总参谋部,军队,7001,总参谋部,军队
7002,总政治部,军队,7002,总政治部,军队
7003,总后勤部,军队,7003,总后勤部,军队
7004,总装备部,军队,7004,总装备部,军队
7005,沈阳军区,军队,7005,沈阳军区,军队
7006,北京军区,军队,7006,北京军区,军队
7007,兰州军区,军队,7007,兰州军区,军队
7008,济南军区,军队,7008,济南军区,军队
7009,南京军区,军队,7009,南京军区,军队
7010,广州军区,军队,7010,广州军区,军队
7011,成都军区,军队,7011,成都军区,军队
7012,省级军区,军队,7012,省级军区,军队
7013,黑龙江生产建设兵团,军队,7013,黑龙江生产建设兵团,军队
7014,新疆生产建设兵团,军队,7014,新疆生产建设兵团,军队
1000,人大常委会,人大,1000,人大常委会,人大
1001,人大办公厅,人大,1001,人大办公厅,人大
1002,人大环境与资源保护委员会,人大,1002,人大环境与资源保护委员会,人大
1003,人大民族委员会,人大,1003,人大民族委员会,人大
1004,人大农业与农村委员会,人大,1004,人大农业与农村委员会,人大
1005,人大常委会法制工作委员会,人大,1005,人大常委会法制工作委员会,人大
1006,人大常委会预算工作委员会,人大,1006,人大常委会预算工作委员会,人大
1007,人大法律委员会,人大,1007,人大法律委员会,人大
1008,人大内务司法委员会,人大,1008,人大内务司法委员会,人大
1009,人大财政经济委员会,人大,1009,人大财政经济委员会,人大
1010,人大教育科学文化卫生委员会,人大,1010,人大教育科学文化卫生委员会,人大
1011,人大外事委员会,人大,1011,人大外事委员会,人大
1012,人大华侨委员会,人大,1012,人大华侨委员会,人大
1013,香港特别行政区基本法委员会,人大,1013,香港特别行政区基本法委员会,人大
1014,澳门特别行政区基本法委员会,人大,1014,澳门特别行政区基本法委员会,人大
1100,政协常委会,政协,1100,政协常委会,政协
1101,政协办公厅,政协,1101,政协办公厅,政协
1102,政协提案委员会,政协,1102,政协提案委员会,政协
1103,政协经济委员会,政协,1103,政协经济委员会,政协
1104,政协人口资源环境委员会,政协,1104,政协人口资源环境委员会,政协
1105,政协教科文卫体委员会,政协,1105,政协教科文卫体委员会,政协
1106,政协社会和法制委员会,政协,1106,政协社会和法制委员会,政协
1107,政协民族和宗教委员会,政协,1107,政协民族和宗教委员会,政协
1108,政协港澳台侨委员会,政协,1108,政协港澳台侨委员会,政协
1109,政协外事委员会,政协,1109,政协外事委员会,政协
1110,政协文史和学习委员会,政协,1110,政协文史和学习委员会,政协
1111,政协（非常委会）,政协,1111,政协（非常委会）,政协
1200,人民法院,法院_检察院,1200,人民法院,法院_检察院
1201,人民检察院,法院_检察院,1201,人民检察院,法院_检察院
1300,党委常委会/政治局 ,党委,1300,党委常委会/政治局 ,党委
1301,党委办公厅 /室,党委,1301,党委办公厅 /室,党委
1302,组织部 （党委）,党委,1302,组织部 （党委）,党委
1303,宣传部（党委）,党委,1303,宣传部（党委）,党委
1304,统战部（党委）,党委,1304,统战部（党委）,党委
1305,对外联络工作委员会（党委）,党委,1305,对外联络工作委员会（党委）,党委
1306,政法委,党委,1306,政法委,党委
1307,党委政策研究室,党委,1307,党委政策研究室,党委
1308,纪律检查委员会,党委,1308,纪律检查委员会,党委
5058,华电集团,中央企业,5058,华电集团,中央企业
5739,河北省冶金企业集团,地方企业,5739,河北省冶金企业集团,地方企业
5740,河北石油集团有限责任公司,地方企业,5740,河北石油集团有限责任公司,地方企业
1439,衡水日报社,党委,1439,衡水日报社,党委
5742,呼玛县林场,地方企业,5742,呼玛县林场,地方企业
5743,花山文艺出版社,地方企业,5743,花山文艺出版社,地方企业
5744,华北冶金地质勘探公司,地方企业,5744,华北冶金地质勘探公司,地方企业
5745,浑江轴承厂,地方企业,5745,浑江轴承厂,地方企业
5746,晋县轴承厂,地方企业,5746,晋县轴承厂,地方企业
5747,开滦矿务局,地方企业,5747,开滦矿务局,地方企业
5748,昆明市药材公司,地方企业,5748,昆明市药材公司,地方企业
5749,马头炼铁厂,地方企业,5749,马头炼铁厂,地方企业
5750,南皮县五金水泥厂,地方企业,5750,南皮县五金水泥厂,地方企业
5751,彭城耐火材料厂,地方企业,5751,彭城耐火材料厂,地方企业
5752,秦皇岛一建公司,地方企业,5752,秦皇岛一建公司,地方企业
5753,曲周面粉厂,地方企业,5753,曲周面粉厂,地方企业
5754,石家庄柴油机场,地方企业,5754,石家庄柴油机场,地方企业
5755,石家庄第二制药厂,地方企业,5755,石家庄第二制药厂,地方企业
5756,石家庄焦化厂,地方企业,5756,石家庄焦化厂,地方企业
5757,石家庄煤矿机械厂,地方企业,5757,石家庄煤矿机械厂,地方企业
5758,石家庄棉纺厂,地方企业,5758,石家庄棉纺厂,地方企业
5759,石家庄无线电五厂,地方企业,5759,石家庄无线电五厂,地方企业
5760,苏州轻工电机厂,地方企业,5760,苏州轻工电机厂,地方企业
5761,苏州市西山煤矿,地方企业,5761,苏州市西山煤矿,地方企业
5762,唐山开平化工厂,地方企业,5762,唐山开平化工厂,地方企业
5763,唐山市无线电厂,地方企业,5763,唐山市无线电厂,地方企业
5764,西藏饭店,地方企业,5764,西藏饭店,地方企业
4639,西藏青年报社,共青团,4639,西藏青年报社,共青团
5766,邢台煤矿掘进队,地方企业,5766,邢台煤矿掘进队,地方企业
5767,邢台冶金机械厂,地方企业,5767,邢台冶金机械厂,地方企业
5768,张家口农机修理厂,地方企业,5768,张家口农机修理厂,地方企业
5769,中捷农场,地方企业,5769,中捷农场,地方企业
5770,重庆特殊钢有限责任公司,地方企业,5770,重庆特殊钢有限责任公司,地方企业
5771,驻马店汽车配件厂,地方企业,5771,驻马店汽车配件厂,地方企业
5772,涿鹿县印刷厂,地方企业,5772,涿鹿县印刷厂,地方企业
5773,涿县化肥厂,地方企业,5773,涿县化肥厂,地方企业
5774,滹沱河化肥厂,地方企业,5774,滹沱河化肥厂,地方企业
3604,爱国公社,基层组织,3604,爱国公社,基层组织
3605,白北关公社,基层组织,3605,白北关公社,基层组织
3606,柏各庄农场,基层组织,3606,柏各庄农场,基层组织
3607,柏各庄农垦区,基层组织,3606,柏各庄农场,基层组织
3608,柏芽公社,基层组织,3608,柏芽公社,基层组织
3609,毕孟公社,基层组织,3609,毕孟公社,基层组织
3610,曹庵公社,基层组织,3610,曹庵公社,基层组织
3611,大刘庄公社,基层组织,3611,大刘庄公社,基层组织
3612,当城公社,基层组织,3612,当城公社,基层组织
3613,倒拉嘴公社,基层组织,3613,倒拉嘴公社,基层组织
3614,东荒峪,基层组织,3614,东荒峪,基层组织
3615,东孟固村,基层组织,3615,东孟固村,基层组织
3616,东孟固公社,基层组织,3616,东孟固公社,基层组织
3617,官庄公社,基层组织,3617,官庄公社,基层组织
3618,管村供销社,基层组织,3618,管村供销社,基层组织
3619,后安公社,基层组织,3619,后安公社,基层组织
3620,煎茶铺公社,基层组织,3620,煎茶铺公社,基层组织
3621,兼善公社,基层组织,3621,兼善公社,基层组织
3622,建明公社,基层组织,3622,建明公社,基层组织
3623,梁太庄,基层组织,3623,梁太庄,基层组织
3624,马兰峪,基层组织,3624,马兰峪,基层组织
3625,马蹄村,基层组织,3625,马蹄村,基层组织
3626,南长街办事处,基层组织,3626,南长街办事处,基层组织
3627,牛头崖公社,基层组织,3627,牛头崖公社,基层组织
3628,农林水电站,基层组织,3628,农林水电站,基层组织
3629,蓬莱区委,基层组织,3629,蓬莱区委,基层组织
3630,三堤口公社,基层组织,3630,三堤口公社,基层组织
3631,三和公社,基层组织,3631,三和公社,基层组织
3632,十八站林业局,基层组织,3632,十八站林业局,基层组织
3633,苏屯公社,基层组织,3633,苏屯公社,基层组织
3634,苏正公社,基层组织,3634,苏正公社,基层组织
3635,西河头堡村,基层组织,3635,西河头堡村,基层组织
3636,小港村,基层组织,3636,小港村,基层组织
3637,小辛庄公社,基层组织,3637,小辛庄公社,基层组织
3638,辛店公社,基层组织,3638,辛店公社,基层组织
3639,新店子供销社,基层组织,3639,新店子供销社,基层组织
3640,杨公区,基层组织,3640,杨公区,基层组织
3641,羊三木公社,基层组织,3641,羊三木公社,基层组织
3642,姚周寨公社,基层组织,3642,姚周寨公社,基层组织
3643,永丰乡,基层组织,3643,永丰乡,基层组织
3644,永宁寨村,基层组织,3644,永宁寨村,基层组织
